Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick
" Rempeyek kacang ""Candra""",Pembuatan Peyek Kacang,"61,68",62,4,2008,"['_pengusahadetail(""?pm=TVCxlDP1PNUx6U44vZKVYg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rempeyek kacang ""Candra"""")']"
" Rempeyek ""Yu Jimi""",Pembuatan Peyek Kacang,"68,25","631,8",9,2008,"['_pengusahadetail(""?pm=0dZp38AdP2XsQqCfYC0/rw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rempeyek ""Yu Jimi"""")']"
 Nisan Safari,Keramik Kuburan,"170,5","12,6",2,2010,"['_pengusahadetail(""?pm=FdlwW2xal16NbqwKtRF6Tg==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Nisan Safari"")']"
 Roni Taylor,Pembuat Baju,0,0,2,2012,"['_pengusahadetail(""?pm=1KatFVb9PnQe5+xfwx5JMg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Roni Taylor"")']"
 Yazid Snack,Yazid Snack,0,0,4,2012,"['_pengusahadetail(""?pm=UvdKMkMgHtM/EHzhO2irZA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Yazid Snack"")']"
 Peyek Maco,Peyek Maco,0,0,3,2012,"['_pengusahadetail(""?pm=6E+8QbXGY0dpdgzCiqElCg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Peyek Maco"")']"
 Doni,Pembuatan Snack Dan Roti Tart,"154,5","15,2",2,2008,"['_pengusahadetail(""?pm=bqFNDqATC+9yotxJtUuBqg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Doni"")']"
 Batik Semarang Kinanthi,Pembuatan Batik,"375,68",130,8,2008,"['_pengusahadetail(""?pm=oc8ULl9dhDRGlGK5s2cIsw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Batik Semarang Kinanthi"")']"
 N.N Meniko,Pembuatan Wingko,"1.170,6",164,10,2008,"['_pengusahadetail(""?pm=cgo2r+2EkepG6zAlB9YZmQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""N.N Meniko"")']"
 Ari,Pembuatan Jahe Instan,"145,52",39,1,2008,"['_pengusahadetail(""?pm=DtOX3Y1+tyQGnCbozgrOvw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ari"")']"
 Nalla,Pembuatan Syrup,"390,25","109,5",6,2008,"['_pengusahadetail(""?pm=NtJ9d6YefNTY4DGNlvXnfw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Nalla"")']"
 Batik Semarang Indah,Pembuatan Batik,"128,86",48,12,2008,"['_pengusahadetail(""?pm=w5r7lo2MndXH35E7Kda/wg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Batik Semarang Indah"")']"
 Hanita,"Pembuatan Daster, Blus Muslim","189,6","342,5",18,2008,"['_pengusahadetail(""?pm=GhlzmhJQRHZcpRUahULNxw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Hanita"")']"
 Ayu Prasanti,"Pembuatan Souvenir, Bed Cover, Gordyn, Handycraft","556,34",320,22,2008,"['_pengusahadetail(""?pm=tWLTd71Dy22OXr4uVEDWCg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ayu Prasanti"")']"
 Ud. Sofiesh,Pembuatan Sepatu,"1.564,37",1.100,8,2008,"['_pengusahadetail(""?pm=LURb0qxvtPFsLp5khgduJQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ud. Sofiesh"")']"
 Batik Dargo,Pembuatan Batik,"94,85",112,42,2008,"['_pengusahadetail(""?pm=Bd+IB++b41A3stGN/+IEAQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Batik Dargo"")']"
 Kampoeng Batik ,"Pembuatan Kain Batik, Lukisan","26,1",27,4,2008,"['_pengusahadetail(""?pm=GidQCaE8BRyUbyeUktuaQw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kampoeng Batik "")']"
 Risma Collection,Pembuatan Sprei,460,300,3,2008,"['_pengusahadetail(""?pm=kWqJj2gRNi4gt4un0ykmiA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Risma Collection"")']"
 Jordan Amor,Pembuatan Sepatu,"184,8",332,9,2008,"['_pengusahadetail(""?pm=eCN1atr4UOdV+KEQEDAc4Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Jordan Amor"")']"
 Kruduk Gendar Sinar Klaten,Pembuatan  Kerupuk ,"209,35","691,2",7,2008,"['_pengusahadetail(""?pm=8Rws6nLM3s9wwLz//z4U8A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kruduk Gendar Sinar Klaten"")']"
 Ud. Sumber Hasil,Pembuatan Batu Bata Merah,"1.476,35",168,6,2008,"['_pengusahadetail(""?pm=38V5nly9y5Vv2tlXN75PlQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ud. Sumber Hasil"")']"
 Eka Jaya,Pembuatan Minuman Instan Tradisional,"114,39",124,4,2008,"['_pengusahadetail(""?pm=llnfCvI1X3VAFRC6J+Ms3g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Eka Jaya"")']"
 Langgeng Makmur,Pembuatan Gerobak Bakpau,"132,6",112,2,2008,"['_pengusahadetail(""?pm=/agf9CEhokiMGnLQdaFmZw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Langgeng Makmur"")']"
 Cv Kayu Prima Nusantara,Pembuatan Lantai Kayu,"646,5",1.120,23,2008,"['_pengusahadetail(""?pm=+ry95334SquHAA0AnmhWhw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Cv Kayu Prima Nusantara"")']"
 Nining Collection,"Pembuatan Handycraft(Sulam Pita, Gordyn)",395,100,30,2008,"['_pengusahadetail(""?pm=9MdVsqyyNpJriFBSIW0drw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Nining Collection"")']"
 Aldien,Pembuatan Bantal Boneka,581,"26,5",5,2008,"['_pengusahadetail(""?pm=iv2gYvNMz+zr14AfGJQ/tg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Aldien"")']"
 Cv.Batik Semarang 16,Pembuatan Baju Batik,582,140,52,2008,"['_pengusahadetail(""?pm=/nmL3ePdETSqMjWSjtWWfA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Cv.Batik Semarang 16"")']"
 Not Available,Fiber,20,52,1,2011,"['_pengusahadetail(""?pm=kCxvHJ1d5ZQlHby8I151lg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Not Available"")']"
 Diva Art,Pembuatan Furniture (Mebel) Ukir,804,0,20,2008,"['_pengusahadetail(""?pm=l3v898PyAeWIMNTTG1sUaQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Diva Art"")']"
 -,Pembuatan Gula Kacang,"242,25",0,2,2008,"['_pengusahadetail(""?pm=GyQAABALkI7xfdUwmKEjSw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 -,"Pembuatan Kukusan, Tompo, Irik, dan Kalo","40,75",0,1,2008,"['_pengusahadetail(""?pm=tP7s/7HnLuwEQGwrH5KkzQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Tembakau HS/Suharmi,Pengolahan Tembakau,"792,5",0,6,2008,"['_pengusahadetail(""?pm=MgYmBYKTLTGteeSShXauEA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Tembakau HS/Suharmi"")']"
 Bimobaru,"Pembuatan Paving, Batako, dan bus Beton",2.050,20,40,2008,"['_pengusahadetail(""?pm=1TzFmLdddSXn8S2q8oXVoA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bimobaru"")']"
 Kanthil Azzaro,Pembuatan Anthurium,"908,4",0,2,2008,"['_pengusahadetail(""?pm=bbKmqqXarFN88P3C07qzKw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kanthil Azzaro"")']"
 Barokah,Pengolahan Tempe,1.051,0,6,2008,"['_pengusahadetail(""?pm=oWNqVDnji2lXFbe1dP0lUA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Barokah"")']"
 Bagas Jaya,"Pembuatan Makaroni, Stick Ketela, Opak, dan Balole",172,0,13,2008,"['_pengusahadetail(""?pm=Nxb1xYJKxFBsN+KJcInBXA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bagas Jaya"")']"
 Srikandi,Pembuatan Keripik Paru,"381,55","97,5",5,2008,"['_pengusahadetail(""?pm=/TRP98FlUZa/gJ9IJ3VlbA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Srikandi"")']"
 UDSido Dadi,Pembuatan Minuman Instan,"901,74",50,6,2008,"['_pengusahadetail(""?pm=RRxQTSr1E4YExL19dOhIkg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UDSido Dadi"")']"
 Albarokah Jaya Abadi,Pembuatan Mebel,"88,15",40,3,2008,"['_pengusahadetail(""?pm=VzhJhLX/jzq5mJQ/EiiuJQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Albarokah Jaya Abadi"")']"
 Titah Langit,Pembuatan Lukisan,"638,75","10,5",2,2008,"['_pengusahadetail(""?pm=Wi1yl2ZS995sxEbxwSRXSQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Titah Langit"")']"
 APE (Alat Permainan Edukatif) Bina Karya,Pembuatan Alat Permainan Edukatif,"483,4",25,14,2008,"['_pengusahadetail(""?pm=9aVaov50ega+oALKvE1FzA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""APE (Alat Permainan Edukatif) Bina Karya"")']"
 Bulan Purnama,Pembuatan Kerupuk Rambak,91,18,3,2008,"['_pengusahadetail(""?pm=5L2D+K1J74Mo5XrrjKHZAQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bulan Purnama"")']"
 Krupuk Nglumpit,Pembuatan Kerupuk,38,15,2,2008,"['_pengusahadetail(""?pm=EGJZQQ3aHTjqIlJlq+Ek3g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Krupuk Nglumpit"")']"
 Dadi Makmur Cap Gurami,Pembuatan Kerupuk,"107,4",25,4,2008,"['_pengusahadetail(""?pm=FyhMhKZUOMpoON35D3ZGZw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dadi Makmur Cap Gurami"")']"
 -,Pembuatan Batu Bata,"12,07",9,5,2008,"['_pengusahadetail(""?pm=sbUQAncuCww6tCvU5agewQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 -,Pengolahan Rangkaian Parcel,"64,65",20,16,2008,"['_pengusahadetail(""?pm=Ho/94bSmh1jk8QlXnpNLrw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Cepak Mebel,Pembuatan Mebel,"85,7",22,2,2008,"['_pengusahadetail(""?pm=eetKNPVl12Im6BPXE8kqNg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Cepak Mebel"")']"
 Langgeng Jaya,"Pembuatan Silikon (Pengkilat, Pembersih)","557,15","76,8",22,2008,"['_pengusahadetail(""?pm=dNJE3IifYjvssMBZbLVeig==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Langgeng Jaya"")']"
 -,Pembuatan Batu Bata,"52,87",9,4,2008,"['_pengusahadetail(""?pm=rdTENnedmPo1JZO4rMRzYg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Super,Pembuatan Kerupuk Rambak,"39,5",30,5,2008,"['_pengusahadetail(""?pm=jfRoMwFrPt9eufDBj4Iz6w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Super"")']"
 Arofah,Memproduksi Tepung Mocaf,"226,27",28,3,2012,"['_pengusahadetail(""?pm=eHfjyzSpMq+/XG7F4aQOgA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Arofah"")']"
 Mega Snack,Membuat Aneka Makanan Basahan,"140,25","27,5",3,2012,"['_pengusahadetail(""?pm=YvNru08+SvD6eZyJSL95xw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Mega Snack"")']"
 Krupuk Hasil Laut,Memproduksi Krupuk,"5,87",153,3,2012,"['_pengusahadetail(""?pm=8MdN0BAHR45utlX5l829jA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Krupuk Hasil Laut"")']"
 Mbak Tiek Snack,Memproduksi Kue,232,"30,5",3,2012,"['_pengusahadetail(""?pm=lcEVnnaMAOFtusw5NaS2lQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Mbak Tiek Snack"")']"
 Yan Craft,Pembuatan Handycraft Kayu,"35,3",30,4,2008,"['_pengusahadetail(""?pm=9v1fWcauyeM4Ylm6Gl9TQQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Yan Craft"")']"
 Sabrina Bika Ambon & Lapis Legis,Pembuatan Bika Ambon & Lapis Legit,"94,2",723,1,2008,"['_pengusahadetail(""?pm=0uslu4PYYggx73tUgd7GLw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sabrina Bika Ambon & Lapis Legis"")']"
 Karunia Atsiri,Pembuatan Miyak Atsiri,"89,7",12,3,2008,"['_pengusahadetail(""?pm=YIzldWUQHKTk1SQ1CGDDDg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Karunia Atsiri"")']"
 Asli Rowo,"Pengolahan Keripik Wader, Cethol","85,35","25,2",2,2008,"['_pengusahadetail(""?pm=DKmbLUDSNCHWKiw21EiaWQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Asli Rowo"")']"
 AA Mebel,Pembuatan Mebel Kayu,"326,5",200,40,2008,"['_pengusahadetail(""?pm=BnmSDxXEo4adaNPFYN7sxw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""AA Mebel"")']"
 -,"Pembuatan Mebel Kusen (Pintu, Meja, Kursi)","143,33",25,16,2008,"['_pengusahadetail(""?pm=oWyAWboT/vnlOs1SbxbkRQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Yakobus Family Cakoling,"Pengolahan Angklung, Kolintang, Calung","28,62",0,11,2008,"['_pengusahadetail(""?pm=drHFuoY1+jjBKf1uUwqjTg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Yakobus Family Cakoling"")']"
 -,Pembuatan Legen,"180,3",18,40,2008,"['_pengusahadetail(""?pm=Z5b8fGDlywa4DWCNbN544A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Rege Makmur,Pembuatan Besek,"84,2",2,20,2008,"['_pengusahadetail(""?pm=QMnG9z9eCbOFFGUgI7fJxw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rege Makmur"")']"
 -,Pembuatan Wayang,"153,25",6,2,2008,"['_pengusahadetail(""?pm=09jXz35bfUlrfHxsEVYKIw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Albarokah,Pembuatan Mebel,"101,58",10,9,2008,"['_pengusahadetail(""?pm=GJ8vhfieDwg4wuYP5iP4fw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Albarokah"")']"
 UD Barokah,Pembuatan Mebel,"304,7",25,8,2008,"['_pengusahadetail(""?pm=cMplPioNZC3qaofOG35NuA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD Barokah"")']"
 Jamu Gendong,Pembuatan Jamu Gendong,"99,5",0,4,2008,"['_pengusahadetail(""?pm=r0kh967GT8MzfVOBK85tqg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Jamu Gendong"")']"
 Jamu Tradisional,Pembuatan Jamu Gendong,110,0,2,2008,"['_pengusahadetail(""?pm=dcMlnzpIm6aJTvzkwBHkTw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Jamu Tradisional"")']"
 Jamu Tradisional Asep,Pembuatan Jamu Gendong,121,0,3,2008,"['_pengusahadetail(""?pm=bnEASYHEUTtz9C9cMlULlQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Jamu Tradisional Asep"")']"
 -,Pembuatan Tahu Kedelai,450,"9,5",13,2008,"['_pengusahadetail(""?pm=U1kIQQNA1LtWZiInA4PqKg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Nanto Batako dan Paving,Pembuatan Batako,880,0,10,2008,"['_pengusahadetail(""?pm=fJ4SgetbcGavWmkwd/1ovQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Nanto Batako dan Paving"")']"
 Gading Jaya,Pembuatan Tas,240,0,5,2008,"['_pengusahadetail(""?pm=r47D3gUy98xaKpqdp+ZplQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Gading Jaya"")']"
 -,Pembuatan Krupuk Gandum dan Rengginan,179,"10,5",2,2008,"['_pengusahadetail(""?pm=0tRVpMmLUA1PC0VHE2c3Iw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Sengkuyung,Pembuatan Kayu Bangunan,"393,5",15,11,2008,"['_pengusahadetail(""?pm=P9/d6lbuX6jM9o9ylNIcgw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sengkuyung"")']"
 Krupuk Delai & Rambak Mesran,Pembuatan Kerupuk Kedelai dan Rambak,191,"22,5",4,2008,"['_pengusahadetail(""?pm=K35OH2okhiG9HxNjeup7PQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Krupuk Delai & Rambak Mesran"")']"
 -,Pembuatan Wafer/Timuk,288,30,10,2008,"['_pengusahadetail(""?pm=L5Ow4rwUxATfamraGbzKeA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Kun Gallery,Pembuatan Mebel dan Handycraff,305,0,3,2008,"['_pengusahadetail(""?pm=7UTzDco8eHlW1y/U69BkoA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kun Gallery"")']"
" Pengolahan Kayu ""Supriyadi""",Pembuatan Mebel dan Kusen,"174,5",0,4,2008,"['_pengusahadetail(""?pm=XqdFvAgUGoCsVKYYKpfG2w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Pengolahan Kayu ""Supriyadi"""")']"
 Perusahaan Pot Bunga Bagus,Pembuatan Pot Bunga dari Semen,"291,8","13,5",7,2008,"['_pengusahadetail(""?pm=l70GEO8v7cWNi7eod4pX5g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Perusahaan Pot Bunga Bagus"")']"
 Meubel Jaya Sembung,Pembuatan Lemari,247,101,7,2008,"['_pengusahadetail(""?pm=CzEWLVsVB0FtuYMHkdip2Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Meubel Jaya Sembung"")']"
 Dc. Craft,Pembuatan Harley Davison,"115,1",102,1,2008,"['_pengusahadetail(""?pm=3/qOiOFHk8u1r224hoWN1Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dc. Craft"")']"
 Media Manfaat,Pembuatan Kaligrafi,"72,95",20,2,2008,"['_pengusahadetail(""?pm=+tpFkOUzOjVtg3LzhQ6/qw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Media Manfaat"")']"
 Sumber Rejeki,Pembuatan Dandang Panci,199,120,5,2008,"['_pengusahadetail(""?pm=tGdTKf6iTJWDAIx336r4Xg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sumber Rejeki"")']"
 Bengkel Las Sunarto,Pembuatan Pagar,310,250,5,2008,"['_pengusahadetail(""?pm=MzEDWTQ0Y43MC4ALZPtrbA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bengkel Las Sunarto"")']"
 Carolina Food,Pembuatan Eag Rool,"154,9",60,8,2008,"['_pengusahadetail(""?pm=drHGmHt0JiG7vQX5fLAmvA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Carolina Food"")']"
 Famago,Pembuatan Tas,6.420,360,15,2008,"['_pengusahadetail(""?pm=s/fcZyUNifcLRGgoLrerYw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Famago"")']"
 Monalia Co.,Pembuatan Gordyn,506,262,14,2008,"['_pengusahadetail(""?pm=rB+aMiig+AnJTXOtzvFJuw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Monalia Co."")']"
 Sari Rejeki,Pembuatan Makanan,410,140,5,2008,"['_pengusahadetail(""?pm=0HcXcmRlwK4U1CA8ophefQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sari Rejeki"")']"
 Agus,Pembuatan Tas,286,280,6,2008,"['_pengusahadetail(""?pm=l80m3KNmBd3oHeZqgC9Z0Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Agus"")']"
 Jaya Kencana,Pembuatan Baju,"260,32",180,6,2008,"['_pengusahadetail(""?pm=S+I6QfJf9ZDk9Tk0wfco1w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Jaya Kencana"")']"
 Bulu Shoes,Pengolahan Sepatu,"253,02","25,2",2,2008,"['_pengusahadetail(""?pm=Zf+e5jYO3Ive6TyJ3ZgSFg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bulu Shoes"")']"
 Nina,Pembuatan Kain,432,81,5,2008,"['_pengusahadetail(""?pm=lM2E5RXep9MsiFhIvOutwA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Nina"")']"
 Kue Bolu Goreng Ibu,Kue Bolu Goreng,"75,5",204,8,2009,"['_pengusahadetail(""?pm=ZpQQw+3pZQDT3IJwrOBztQ==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Kue Bolu Goreng Ibu"")']"
 Kue Panggang Beras Mami,Kue Panggang Beras,"999,8",132,4,2009,"['_pengusahadetail(""?pm=OOOC05hCZQT/8CzEEukiOw==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Kue Panggang Beras Mami"")']"
 Usaha Kue Paniaram,Kue Paniaram,17,"393,12",3,2009,"['_pengusahadetail(""?pm=egnV6bv4Pzc7YHd1T6UG2Q==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Usaha Kue Paniaram"")']"
 Usaha Kipang Dan Roti Gabin Daffa,Kipang Dan Roti Gabin,"5,9",91,6,2009,"['_pengusahadetail(""?pm=x53KrsUNwp1vFKjRFfORzQ==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Usaha Kipang Dan Roti Gabin Daffa"")']"
 Acc Konveksi,Konveksi,137,"65,2",14,2009,"['_pengusahadetail(""?pm=uJ1ttN7ztmKvd32s2cDB7Q==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Acc Konveksi"")']"
 Snack Ummy,Snack Ummy,0,0,1,2012,"['_pengusahadetail(""?pm=rOZ7Zn4qQKXfmSKMgnjrNw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Snack Ummy"")']"
 Es Dawet Ayu Banjar ,Es Dawet Banjar,0,0,4,2012,"['_pengusahadetail(""?pm=uPlDMbAbB0hWN0Lm0sGI+g==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Es Dawet Ayu Banjar "")']"
 Katon Ragil,Pengrajin Sepatu,"33,9","590,4",5,2009,"['_pengusahadetail(""?pm=XbEm36R+aAFPgeD6uZcGiA==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Katon Ragil"")']"
 Kabul,Produksi Genteng,"236,5",252,7,2009,"['_pengusahadetail(""?pm=sUC/3qC4HNdtvFhxRb31Kw==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Kabul"")']"
 Industri Tas,Pembuatan Tas,"43,05",300,3,2008,"['_pengusahadetail(""?pm=p01bKHIsKwIWp/iNl/LLOQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Industri Tas"")']"
 Arisma Jaya,Pembuatan Tas dan Sepatu,683,520,5,2008,"['_pengusahadetail(""?pm=4slKrBtay+V11Jo6PUjOHA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Arisma Jaya"")']"
 Industri Loyang,Pembuatan Loyang,"51,5",96,1,2008,"['_pengusahadetail(""?pm=GddrS76Kb+HhMkBpZrZpGg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Industri Loyang"")']"
 UD Gajah Mulia,Pengolahan Aluminium,"231,3",520,8,2008,"['_pengusahadetail(""?pm=7vcJ1jBUcNcsapP+1XMoMQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD Gajah Mulia"")']"
 UD Putra Makmur,Pembuatan Furniture,"405,5",190,1,2008,"['_pengusahadetail(""?pm=ioijV+eg5W93r7mkcY5gGA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD Putra Makmur"")']"
 Produksi Gula M. Achyar,Gula Merah,134,36,1,2012,"['_pengusahadetail(""?pm=D7WNQgYdOF6rlANG/A+wxw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Produksi Gula M. Achyar"")']"
 Industri Kerupuk Sagu,Membuat Kerupuk Sagu,112,24,2,2009,"['_pengusahadetail(""?pm=iGKD1Y/FkdEN9nQsXSE24Q==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""Industri Kerupuk Sagu"")']"
 M.Yatim Bosa,Pembuatan Gula Aren,100,62,3,2009,"['_pengusahadetail(""?pm=nGQGjnJDeQybSZREcCP7xA==&mp=2BbfzMJpZb2nANZ3GT30ng=="",""M.Yatim Bosa"")']"
 Podo Joyo,Pembuatan Furniture,"167,37",134,7,2008,"['_pengusahadetail(""?pm=fxyblJk4Cd5ZQ4+54g93Cw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Podo Joyo"")']"
 Usaha Tahu Suparni,Pembuatan Tahu,"122,97",88,9,2008,"['_pengusahadetail(""?pm=b9tr00FPCy8NisLNewFkmQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Usaha Tahu Suparni"")']"
 Mangku Art Studio,Pembuatan Lukisan,187,37,1,2008,"['_pengusahadetail(""?pm=hidC6qa2EkK0ufm1ci0UqQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Mangku Art Studio"")']"
 Sumarta Shop,Pembuatan Alat Musik,114,32,1,2008,"['_pengusahadetail(""?pm=8MW9pzZAWyo3oBNdC4yxKA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sumarta Shop"")']"
 Rai Art studio,Pembuatan Barang Kerajinan,"383,73",69,6,2008,"['_pengusahadetail(""?pm=jA96PPVgF+VWYK00k8tj2Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rai Art studio"")']"
 Bengkel Las ATS,Industri Pengelasan,115,232,3,2012,"['_pengusahadetail(""?pm=gmIPvReOCrW31UIe2M3+Dg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bengkel Las ATS"")']"
 Tata Surya Gypsum,Industri Gypsum,237,795,6,2012,"['_pengusahadetail(""?pm=BskiLxlq19iWdg9WOWIHwA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Tata Surya Gypsum"")']"
 Padma Art Shop,Pembuatan Lukisan,"10,5",72,2,2008,"['_pengusahadetail(""?pm=Qlg7adywgjR7ZSxdsPAjJg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Padma Art Shop"")']"
 Eka Burger,Pembuatan Kue,74,1.404,8,2008,"['_pengusahadetail(""?pm=KkQDvGQvgGfGouGJqdBbIw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Eka Burger"")']"
