Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick
 Sari Kembang Ukir,Dagang Barang Kerajinan,22,26,1,2008,"['_pengusahadetail(""?pm=h8gTl2P2JAYNEEJnPOpQNw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sari Kembang Ukir"")']"
 Ridwan Tas,Dagang Tas,28,84,2,2008,"['_pengusahadetail(""?pm=TegcfTnqPzWHqsLFLvvuhg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ridwan Tas"")']"
 Yasa Art,Dagang Lukisan,36,30,1,2008,"['_pengusahadetail(""?pm=iHi/eZGpcv7XPgDDOchPBg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Yasa Art"")']"
 Niki Karya,Dagang Krey,"188,82",145,2,2008,"['_pengusahadetail(""?pm=19sratSsILlzlIYN7Fk6hQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Niki Karya"")']"
 Kios & Depot Isi Ulang Ariq,Sembako & Air Galon ,424,502,3,2012,"['_pengusahadetail(""?pm=UfSibD5K2lfwoNBGXhelYg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Kios & Depot Isi Ulang Ariq"")']"
 Kios Bensin La Lin,Dagang BBM,218,178,1,2012,"['_pengusahadetail(""?pm=Eue7ADWGjuZQzkMTDlXuMQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Kios Bensin La Lin"")']"
 Bengkel Erwin Motor,Jasa Bengkel Mobil,722,175,4,2012,"['_pengusahadetail(""?pm=0lPAmR5cS2LotcaS8RfaUg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Bengkel Erwin Motor"")']"
 Kios Sanusi,Sembako,50,27,1,2013,"['_pengusahadetail(""?pm=NOugRDbRfV1X2gZOvQUSvg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Kios Sanusi"")']"
 UD. Sumber Karya Indah,Dagang Krey,"39,5",141,3,2008,"['_pengusahadetail(""?pm=U/15OSYnydYaHHdG58SGEw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD. Sumber Karya Indah"")']"
 Wirna Collection,Dagang Pakaian,35,176,1,2008,"['_pengusahadetail(""?pm=2YtrvV3dFMkyc/p4CgVXtw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Wirna Collection"")']"
 Focus Desaign,Dagang Barang Kerajinan,545,730,2,2008,"['_pengusahadetail(""?pm=qKx3h4byFMUoSDQZKqxCZA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Focus Desaign"")']"
 Sumber Rezeki,Dagang Krey,"44,69",165,2,2008,"['_pengusahadetail(""?pm=FX3KSodX2Cy80rg7IXv/LQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sumber Rezeki"")']"
 Nizmah Lamp,Dagang Lampu,40,156,1,2008,"['_pengusahadetail(""?pm=NdN4b6jW0jNhJhShv1i1iw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Nizmah Lamp"")']"
 Bali Amanah,Dagang Lampu,56,882,4,2008,"['_pengusahadetail(""?pm=GH6Rb868tOqbs/KRytGceg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bali Amanah"")']"
 Millena,Dagang Pakaian,20,192,2,2008,"['_pengusahadetail(""?pm=docyLy352EPmSDbW0mMxzA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Millena"")']"
 Ris Nadi,Dagang Barang Kerajinan,52,81,1,2008,"['_pengusahadetail(""?pm=jdnczqngvLCTsIK6gTHLjg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Ris Nadi"")']"
 Tedung Bali,Dagang Tedung,"22,5",18,1,2008,"['_pengusahadetail(""?pm=teA2KUevPWBKr6HM21YI2A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Tedung Bali"")']"
 Toko Pakaian Ibu Murni,Dagang Pakaian,28,120,1,2008,"['_pengusahadetail(""?pm=aiBChT+r6ctbqiP6wlLupA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Pakaian Ibu Murni"")']"
 Cafetaria Fakultas Ekonomi UNUD,Dagang Makanan dan Minuman,46,222,6,2008,"['_pengusahadetail(""?pm=aZnp5L55yMy+4tFDJfxRCQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Cafetaria Fakultas Ekonomi UNUD"")']"
 Toko Artha,Dagang Sembako,164,"177,5",1,2008,"['_pengusahadetail(""?pm=tmTi8wV3mzaVQYLz/2pbQA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Artha"")']"
 Dagang Pakaian Bella,Dagang Pakaian,"16,6","89,5",1,2008,"['_pengusahadetail(""?pm=O5jAnyasmn2NO5BrmkNTFA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dagang Pakaian Bella"")']"
 Warung Bu Gama,Dagang Makanan dan Minuman,"54,53","55,5",1,2008,"['_pengusahadetail(""?pm=LuguQ+Hv58FJeYterzLIkw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Warung Bu Gama"")']"
 UD Paramita,Dagang ATK,"48,5",70,1,2008,"['_pengusahadetail(""?pm=BlQF/7neDW7UJ/nB66Wlng==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""UD Paramita"")']"
 Warung Bu Lili,Dagang Makanan dan Minuman,27,"82,5",1,2008,"['_pengusahadetail(""?pm=vJRJ+wfC84J0eBKQ7RvFMw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Warung Bu Lili"")']"
 Kios Putri Seluler,Bensin Solar,"160,5",18,3,2012,"['_pengusahadetail(""?pm=koVm0wyl9I1QPK+wnwxlkA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Kios Putri Seluler"")']"
 Kios Adi Jaya,Bensin Dan Solar,"241,1","9,6",1,2012,"['_pengusahadetail(""?pm=k60x1tslYJz9aCxA0PiXpw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Kios Adi Jaya"")']"
 Kios Bensin Putra,Bensin Dan Solar,"103,5","7,2",1,2012,"['_pengusahadetail(""?pm=9M1cAHO1pje4sF0BfoEBcw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Kios Bensin Putra"")']"
 Kios Rafina,Solar Dan Bensin,115,18,1,2012,"['_pengusahadetail(""?pm=7e6o5shv9ufCzVkg1QPOvg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""Kios Rafina"")']"
 Kios Marimoi,Sembako,45,128,1,2013,"['_pengusahadetail(""?pm=4Cy3klpX98ebSWt31JPuOQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Kios Marimoi"")']"
 Toko Sabar,Dagang Makan dan Minuman,39,216,1,2008,"['_pengusahadetail(""?pm=JwaEXPCjtFGUe4dj2YTobQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Sabar"")']"
 Toko Dupa Radig,Dagang Dagang Perlengkapan Sembahyang,"6,05",102,1,2008,"['_pengusahadetail(""?pm=fmLfFhDmDpCMEy/USMk/rA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Dupa Radig"")']"
 Cafe Pandawa,Dagang Pasir,520,2.640,11,2008,"['_pengusahadetail(""?pm=j7Z6VYTU1rEmkW4BYdGVgg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Cafe Pandawa"")']"
 Toko Candri,Dagang Perlengkapan Sembahyang,"22,2",50,5,2008,"['_pengusahadetail(""?pm=aZRTHFg1rcS4AM0js4LZ/Q==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Candri"")']"
 Dagang Buah Made Suadi,Dagang Perlengkapan Sembahyang,10,102,1,2008,"['_pengusahadetail(""?pm=uBusjZXh81Lp9cZVg1L+Fg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Dagang Buah Made Suadi"")']"
 Aloha,Dagang Perlengkapan Sembahyang,"35,5",60,2,2008,"['_pengusahadetail(""?pm=i/RzrIdncgyl4jqp6j2J3g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Aloha"")']"
 Abadi Collection,Dagang Alas Kaki,372,292,1,2008,"['_pengusahadetail(""?pm=vEN2DgulwW8cSXf4CeiDiQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Abadi Collection"")']"
 Sandra Tas,Dagang Tas dan Sepatu,434,29,2,2008,"['_pengusahadetail(""?pm=ScTV5YScLEazcC3KCCmhCg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sandra Tas"")']"
 USAHA KELONTONG,KELONTONG,25,70,1,2012,"['_pengusahadetail(""?pm=faD4nWFLmZ9TJJYOZdrjgQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""USAHA KELONTONG"")']"
 TOKO BANGUNAN,TOKO BANGUNAN,360,148,1,2012,"['_pengusahadetail(""?pm=VZ9zPaNx6+rfgwEt6f/wUA==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""TOKO BANGUNAN"")']"
 USAHA KELONTONG,KELONTONG,177,260,1,2012,"['_pengusahadetail(""?pm=2c4TSZRjNWn8mnYDg1XbUw==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""USAHA KELONTONG"")']"
 USAHA KELONTONG,KOSMETIK,31,17,1,2012,"['_pengusahadetail(""?pm=1ZHZ4j1+FOsxxCkscAlHmQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""USAHA KELONTONG"")']"
 PEDAGANG GAS LPG,Penjual Gas,16,101,2,2012,"['_pengusahadetail(""?pm=1lrNHoitsPTxJljFjOWoVg==&mp=p1ca+Y2BZCwOZVEqm2oXjA=="",""PEDAGANG GAS LPG"")']"
 USAHA KELONTONG,KELONTONG,25,10,2,2011,"['_pengusahadetail(""?pm=v5dwo+VtNqkxVbNDtpAdqA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""USAHA KELONTONG"")']"
 Toko Klontong Katirin,Toko Klontong,215,"903,67",2,2011,"['_pengusahadetail(""?pm=WRR7Dc56Ey+V3dNFfMxbCQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Klontong Katirin"")']"
 Toko Klontong Atta,Toko Klontong,217,"903,67",2,2011,"['_pengusahadetail(""?pm=Z+bpKenl45rNiHWdYYObKw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Klontong Atta"")']"
 Depot Jamu Solihin,Depot Jamu,35,144,2,2011,"['_pengusahadetail(""?pm=0ImnDxfgcK8rqyucAKCUEQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Depot Jamu Solihin"")']"
 Toko Baju Sri,Toko Pakaian,"36,5",240,2,2011,"['_pengusahadetail(""?pm=GyRzm50aN6Fo0W3O8kcC/g==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Baju Sri"")']"
 Dagang Sayuran Topik,Dagang Sayuran,265,"145,23",2,2011,"['_pengusahadetail(""?pm=bjsn7eI18qn6ccLWJjaC1g==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Dagang Sayuran Topik"")']"
 Warung Rizki,Warung,"19,7",72,1,2010,"['_pengusahadetail(""?pm=6vMXJjulWQaqYJXlsYi/fw==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Warung Rizki"")']"
 Lontar Jaya Ban,Dagang Ban Mobil,22,222,2,2008,"['_pengusahadetail(""?pm=ohMxQn5tayC8/t8wkX2cRw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Lontar Jaya Ban"")']"
 LG Ban,Dagang Ban dan Velg Mobil,120,"22,66",3,2008,"['_pengusahadetail(""?pm=p77pvBCCQmm2NxgZG3DCLA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""LG Ban"")']"
 Warung Tuti,Dagang makanan ringan,8,35,2,2008,"['_pengusahadetail(""?pm=w1Nvh55ozj4F+BPvQEasfA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Warung Tuti"")']"
 Bubur Ayam Kholid,Dagang Bubur Ayam,7,"18,33",2,2008,"['_pengusahadetail(""?pm=PDNBCnIN/xsi6solDYBOfw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bubur Ayam Kholid"")']"
 Warung Onggo,Dagang makanan dan minuman,"35,2","26,2",2,2008,"['_pengusahadetail(""?pm=3ZVfGnMDbmuCsMobQd9bzw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Warung Onggo"")']"
 Kios DJ Celullar,Dagang Voucher HP,110,45,2,2008,"['_pengusahadetail(""?pm=V6aUbEqBxr2jY8wAxTs7nQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Kios DJ Celullar"")']"
 RM Ayam Kremes,Dagang ayam goreng,"25,6",108,2,2008,"['_pengusahadetail(""?pm=9LaBqjwlFeywM/mCeWYMpw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""RM Ayam Kremes"")']"
 RM Gado-gado,Dagang gado-gado dan soto,5,60,1,2008,"['_pengusahadetail(""?pm=9QI8MwP09Y8OmjVGPIK1JA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""RM Gado-gado"")']"
 Toko Aneka Bumbu,Dagang bumbu masakan,"22,5",132,1,2008,"['_pengusahadetail(""?pm=SDHFj2x+z9tV8EkMwhPM4g==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Aneka Bumbu"")']"
 Blue Corner,Dagang Pelumas dan jasa bengkel,"355,87","27,75",4,2008,"['_pengusahadetail(""?pm=tiJWpitW9R5eJAVZPjTzSw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Blue Corner"")']"
 Toko Nana,Dagang barang kelontong,207,"58,75",2,2008,"['_pengusahadetail(""?pm=E5OeNdC8kq2AKSuZIobVwQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Nana"")']"
 Tambak Hijau Caf,Restoran / Caf,364,52,5,2011,"['_pengusahadetail(""?pm=UcM5I+kI9lYuKdgUDb9oMg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Tambak Hijau Caf"")']"
 Agung Dian Egg Painting,Dagang Papan Nama,"316,25","37,5",4,2008,"['_pengusahadetail(""?pm=2qGL2C740WaVMJhqkjEIuw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Agung Dian Egg Painting"")']"
 Sri Rezeki,Dagang Krey,"33,4","172,8",2,2008,"['_pengusahadetail(""?pm=o+JmpxC9oWDSKkO0AF0fwg==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Sri Rezeki"")']"
 Made Bantar Wood Carving and Antiques,Dagang Barang Kerajinan,48,155,2,2008,"['_pengusahadetail(""?pm=wu/aZzp52DNr8qzXdy0c4A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Made Bantar Wood Carving and Antiques"")']"
 Zambu Plash,Dagang Tas,88,1.200,2,2008,"['_pengusahadetail(""?pm=dwkW9a4LDU5lPlPZ9znE7w==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Zambu Plash"")']"
 Rizki Via,Dagang Patung,52,780,6,2008,"['_pengusahadetail(""?pm=owegmqC5UGM0uYP+zO1dTQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Rizki Via"")']"
 Febry Shop,Dagang Kap Lampu,12,190,2,2008,"['_pengusahadetail(""?pm=rmFNPk+niD4D3FYz05Az8A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Febry Shop"")']"
 Clarissa Art,Dagang Lukisan,"26,5",143,4,2008,"['_pengusahadetail(""?pm=zujMVgMvCVmKOzfmHuTMXw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Clarissa Art"")']"
 Chevio Artshop,Dagang Papan Nama,17,"96,5",1,2008,"['_pengusahadetail(""?pm=bD1oYCuJHinoCs8gQB3bQw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Chevio Artshop"")']"
 Eling Shop,Dagang Mozaik,20,275,3,2008,"['_pengusahadetail(""?pm=89Z2M4oHlPcEiJkVlFWZaw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Eling Shop"")']"
 Virani Artshop,Dagang Patung,22,170,2,2008,"['_pengusahadetail(""?pm=+e7xop3cpbMsd49z0XV41A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Virani Artshop"")']"
 ASSESORIS HP,Assesoris ,23,"43,2",2,2011,"['_pengusahadetail(""?pm=KHV1z3kordr5ZUQwEyscWw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""ASSESORIS HP"")']"
 PERBENGKELAN SUJAI,Perbengkelan,"46,5",216,2,2011,"['_pengusahadetail(""?pm=1VEJIA4AK1RPuRUEr1mT1A==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""PERBENGKELAN SUJAI"")']"
 AGRA,Pedagang Baso,50,"57,6",2,2011,"['_pengusahadetail(""?pm=jndrTHCDJT272Kso0smelg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""AGRA"")']"
 LAEM FASHION,Dagang Pakaian,21,60,1,2011,"['_pengusahadetail(""?pm=FFssYyvIIqSoO1cBE32YpA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""LAEM FASHION"")']"
 WAWAN SEMBAKO,Sembako,10,"49,2",1,2011,"['_pengusahadetail(""?pm=U4io6d6GPaJYFZFPQ/wjmQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""WAWAN SEMBAKO"")']"
 TEKSTIL KAIN,Dagang Pakaian,25,60,1,2011,"['_pengusahadetail(""?pm=jJDCLkQNjF49a9v+Sko+iA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""TEKSTIL KAIN"")']"
 WARUNG NASI IPAH,Warung Nasi,14,144,2,2011,"['_pengusahadetail(""?pm=LZXJ7kKLbhEztMIr5BvbVQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""WARUNG NASI IPAH"")']"
 WARUNG MANDIRI,SEMBAKO,"12,2",27,1,2011,"['_pengusahadetail(""?pm=e2vS6FBIRJkRorS7TYpRww==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""WARUNG MANDIRI"")']"
 BERAS RIZKI,BERAS,178,620,1,2011,"['_pengusahadetail(""?pm=WTame15RXmZ11BSaCQ39hw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""BERAS RIZKI"")']"
 RM Christina,Restoran,62,79,3,2011,"['_pengusahadetail(""?pm=c2/2vhp7jmY5WRp3XnR67A==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""RM Christina"")']"
 Usaha Penjualan Bensin,Perdagangan,"53,5",48,2,2011,"['_pengusahadetail(""?pm=gMySI18jhxydsx8i36G4cg==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Usaha Penjualan Bensin"")']"
 Bengkel Robinson,Jasa,37,64,2,2011,"['_pengusahadetail(""?pm=mhcfpRWIVL4CMVhsP9yszw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Bengkel Robinson"")']"
 Kios Samuel,Perdagangan,"21,75","337,5",1,2011,"['_pengusahadetail(""?pm=JVI1wtAGnGd6hi9+FDuHbQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Kios Samuel"")']"
 Naomi Ferdinandus,Pedagang Ikan,"101,5","133,75",1,2011,"['_pengusahadetail(""?pm=sxlmHvqqOjJqks9Dr0JlTw==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Naomi Ferdinandus"")']"
 Elidarni,Kelontong,"195,7",36,1,2010,"['_pengusahadetail(""?pm=yQ6IVfxAkoSnePalcXLGXQ==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Elidarni"")']"
 Warung Kelontong Dasori,Dagang Kelontong,207,"258,02",2,2011,"['_pengusahadetail(""?pm=YcnqcTX19NJwUnZtlMuWCA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Warung Kelontong Dasori"")']"
 Toko Klontong Yulina,Toko Klontong,"257,5","243,01",4,2011,"['_pengusahadetail(""?pm=JDk9QzhuvabI/hol41v0aA==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Klontong Yulina"")']"
 Counter Pulsa Sulpiah,Counter Pulsa,"198,5","204,12",2,2011,"['_pengusahadetail(""?pm=JmJSMoS1+MzYNthaEhUZTQ==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Counter Pulsa Sulpiah"")']"
 Toko Klontong Astuti,Toko Klontong,204,"226,8",2,2011,"['_pengusahadetail(""?pm=D5825PQuvmVA3iLPi6RO1Q==&mp=Bjv3m4lcInn46OWc4jy6kQ=="",""Toko Klontong Astuti"")']"
 Anes Bunga,Pot Bunga,62,64,3,2013,"['_pengusahadetail(""?pm=gxKWqwyl302wz7sLJdy1hQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Anes Bunga"")']"
 Wahyu Motor,Bengkel,57,87,2,2013,"['_pengusahadetail(""?pm=+bRMa0DjKRzWWAzNQZcyhw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Wahyu Motor"")']"
 Toko Sepatu Marlinda,Toko Sepatu,33,130,2,2013,"['_pengusahadetail(""?pm=rXi7uO/yHbK4YwdFLMBmVg==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Toko Sepatu Marlinda"")']"
 Warung Kelontong,Warung Kelontong,31,165,2,2013,"['_pengusahadetail(""?pm=edSPRfqgAxM8EUxINYERHw==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Warung Kelontong"")']"
 Warung Sudjadi,Warung Kelontong,73,175,2,2013,"['_pengusahadetail(""?pm=lFz5FARWIU2gUzKVq4QmfQ==&mp=fOhzApotY5QnAtxxXvjAfA=="",""Warung Sudjadi"")']"
 Oleh-oleh,Dagang Patung,26,155,2,2008,"['_pengusahadetail(""?pm=FfJSiXvuJ2zLWLXQGXjKaA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Oleh-oleh"")']"
 -,Dagang Strawberry dan Tanaman Hias,"162,6",12,4,2008,"['_pengusahadetail(""?pm=mY3TOKovxDRi4ONlyYgEGw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Mutiara Hijau,Dagang Enceng Gondok,"144,5",0,50,2008,"['_pengusahadetail(""?pm=TcLleHo9l//xQAKL5T9JMQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Mutiara Hijau"")']"
 Toko Hamas,Dagang  Makanan Ternak dan Obat-obatan Ternak,178,0,2,2008,"['_pengusahadetail(""?pm=+2J13wfh4FIDz5BEYSoHXQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Hamas"")']"
 Padil Ceramics Industry Indonesia,Dagang Genteng,5.208,"412,5",10,2008,"['_pengusahadetail(""?pm=rkKCUDrV3jA1szwRslklaA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Padil Ceramics Industry Indonesia"")']"
 Bursa Jas,Dagang jas dan dasi,"56,5","24,5",1,2008,"['_pengusahadetail(""?pm=nQrmWEVMJQqhc8zYqx4FYA==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Bursa Jas"")']"
 Toko Kopiah Ikan Mas,Dagang Kopiah,"3,5","46,5",2,2008,"['_pengusahadetail(""?pm=tDj+sblpbsoTXQFJOhwf9A==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Kopiah Ikan Mas"")']"
 Basnah,Dagang Baju,16,181,1,2008,"['_pengusahadetail(""?pm=fMwaLaeINBHqcfXGPbxQSQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Basnah"")']"
 Athaillah ,Dagang Pakaian Jadi,6,145,1,2008,"['_pengusahadetail(""?pm=2KFm3xHeFf64m9YyFRn+gQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Athaillah "")']"
 Toko Kopiah Berlian,Dagang Kopiah,23,50,2,2008,"['_pengusahadetail(""?pm=/akj+sIrMvaI1OmwPC+lvQ==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Kopiah Berlian"")']"
 Toko Kopiah Anshori,Dagang Kopiah,19,38,3,2008,"['_pengusahadetail(""?pm=yFlscHMtltXeVOjIkh5rRw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""Toko Kopiah Anshori"")']"
 -,Dagang  Telur Asin dan Rengginan,181,0,3,2008,"['_pengusahadetail(""?pm=kJ2vlco8UpsEOg1uAWMyxw==&mp=LhrIHvxx5uWPOvZTrS6CKw=="",""-"")']"
 Kios Sayuran,Dagang Sayuran,7,"43,8",1,2010,"['_pengusahadetail(""?pm=BUk8lHcAQkzuhCFbV1t2ng==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Kios Sayuran"")']"
 Kios Aksesoris,Jual Aksesoris,"13,8",66,1,2010,"['_pengusahadetail(""?pm=ajcmlcEd4eOAh+TZZVcm7g==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Kios Aksesoris"")']"
 Kios Peralatan Rumah Tangga,Jual Peralatan Rumah Tangga,19,54,1,2010,"['_pengusahadetail(""?pm=4LRsFohVN7jFsZbQRtGfAg==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Kios Peralatan Rumah Tangga"")']"
 Toko Jilbab,Dagang Jilbab,80,411,2,2010,"['_pengusahadetail(""?pm=ubrljQBNU2EfsPgfsVt5cg==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Toko Jilbab"")']"
 Dagang Ikan,Dagang Ikan,"1,5",201,1,2010,"['_pengusahadetail(""?pm=mThCtpx97KnuiRt0tdnrgg==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Dagang Ikan"")']"
 Pedagang Sayur Keliling,Dagang Sayur,"0,8",72,1,2010,"['_pengusahadetail(""?pm=CRkevRTWeam6Pr/Gne3ymA==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Pedagang Sayur Keliling"")']"
 Kios Sayuran,Dagang Sayuran,"7,7",108,1,2010,"['_pengusahadetail(""?pm=JPy7jX3lsTe2WgX78gpXxA==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Kios Sayuran"")']"
 Kios Cabe,Dagang Cabe,21,384,1,2010,"['_pengusahadetail(""?pm=dyFmHH3BnssepXHwNojRXw==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Kios Cabe"")']"
 Tempe Pak Waris,Dagang Tempe,31,132,4,2010,"['_pengusahadetail(""?pm=5wcRxMy1I0iiMihgXfBCyw==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Tempe Pak Waris"")']"
 Warung Sembako Mahmud,Dagang Sembako,17,540,1,2010,"['_pengusahadetail(""?pm=H+WfARCv/6/s1wUZLZHXVw==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Warung Sembako Mahmud"")']"
 Toko Pakaian Mb Nur,Jual Pakaian,21,225,1,2010,"['_pengusahadetail(""?pm=60X88HerEzVzfOnVl+UH5Q==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Toko Pakaian Mb Nur"")']"
 Steam Motor,Steam Motor,8,60,5,2010,"['_pengusahadetail(""?pm=2KyDLzknXs0ECKCFe51Jzg==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Steam Motor"")']"
 Toko Sepatu Assalma,Jual Sepatu,"49,75",180,1,2010,"['_pengusahadetail(""?pm=EqUe+ggoafpY/2ZLZJHxhw==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Toko Sepatu Assalma"")']"
 Warung Kelotongan,Dagang Kelontongan,27,114,1,2010,"['_pengusahadetail(""?pm=sV77o6aCkA9ivBWXEBHnPw==&mp=JHuIBacQ7Iz+a8xx8lclUA=="",""Warung Kelotongan"")']"
