Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick,Sektor,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama : Produk Masal,Target Pasar Utama : Produk Spesifik,Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan,Kebutuhan Pembiayaan Kredit ,Nilai Aset yang data menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
Rumah Makan,22,12,2,2008,?pm=8jls8IB82FZvJxpZblSjXA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 22,00 Juta","Rp. 12,00 Juta",20 %/Tahun,"Rp. 6,00 Juta","Rp. 110,00 Juta",5
Soto Lamongan,"14,2",216,1,2011,?pm=iV/t2ijjpk03bkKP0yZHdA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 14,20 Juta","Rp. 216,00 Juta",5 %/Tahun,"Rp. 0,00 Juta","Rp. 0,00 Juta",4
Rumah Makan Sate Kambing,"31,7",25,14,2008,?pm=7ldENF8W9Y3ud7/7ubzJfA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,14,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 31,70 Juta","Rp. 25,00 Juta",20 %/Tahun,"Rp. 7,50 Juta","Rp. 0,00 Juta",4
Rumah Makan Tegal,1.073,150,4,2008,?pm=vnxFTT+mzFKB2URsYcXsnQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Usaha Dagang (UD),4,Retail,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Sedang,"Rp. 1.073,00 Juta","Rp. 150,00 Juta",25 %/Tahun,"Rp. 10,00 Juta","Rp. 30,00 Juta",9
Nasi Goreng,"21,5",102,1,2011,?pm=5KEC7eyHwgsJZaJyV2zoZA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Sedang,"Rp. 21,50 Juta","Rp. 102,00 Juta",30 %/Tahun,"Rp. 5,00 Juta","Rp. 5,00 Juta",5
Rumah Makan sop iga,724,"32,25",5,2008,?pm=SCPC6J4VI7ikFOKs+zerPw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,5,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 724,00 Juta","Rp. 32,25 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",4
Dagang mie dan bakso,35,25,4,2008,?pm=Ab8IWkIw5JvzFCIOzAqvJQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 35,00 Juta","Rp. 25,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 0,00 Juta",5
Rumah Makan Manado,73,"52,5",6,2008,?pm=kBspIIZQ25xKVXsS1yrXvQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,6,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   80,00 %",Sedang,"Rp. 73,00 Juta","Rp. 52,50 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 48,00 Juta",5
Rumah Makan bakmi 99,35,"35,25",4,2008,?pm=GF5yUn1YWM1EtT/TNMW71w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 35,00 Juta","Rp. 35,25 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 0,00 Juta",10
Bakso Solo Baru 2,34,76,1,2013,?pm=ggiai+6tjYznNsGM2ztbag==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 34,00 Juta","Rp. 76,00 Juta",10 %/Tahun,"Rp. 8,00 Juta","Rp. 100,00 Juta",4
Popcorn,"85,2",72,2,2009,?pm=RfnR0cs86HqCqiL2z1foTQ==&mp=2BbfzMJpZb2nANZ3GT30ng==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %",Sedang,"Rp. 85,20 Juta","Rp. 72,00 Juta",20 %/Tahun,"Rp. 7,00 Juta","Rp. 80,00 Juta",5
Makanan dan Minuman,331,162,1,2009,?pm=fHV8Om6acdBsOXsJU2E0nA==&mp=2BbfzMJpZb2nANZ3GT30ng==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %",Sedang,"Rp. 331,00 Juta","Rp. 162,00 Juta",10 %/Tahun,"Rp. 7,50 Juta","Rp. 305,00 Juta",5
Rumah Makan,"47,47",290,9,2008,?pm=iU5cO9nNTtgaXhznBksLgg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,9,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 47,47 Juta","Rp. 290,00 Juta",15 %/Tahun,"Rp. 0,00 Juta","Rp. 200,00 Juta",5
Rumah Makan,35,12,4,2008,?pm=mjc7/9FqanRfSG7VkTCciQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 35,00 Juta","Rp. 12,00 Juta",25 %/Tahun,"Rp. 8,00 Juta","Rp. 80,00 Juta",5
Rumah Makan,32,12,3,2008,?pm=pTItGXPkPgDAIKf9C/Ovgw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 32,00 Juta","Rp. 12,00 Juta",50 %/Tahun,"Rp. 10,00 Juta","Rp. 130,00 Juta",5
Rumah Makan,18,12,2,2008,?pm=KeBuVGvO5NS1dkfiKUIeuQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 18,00 Juta","Rp. 12,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 8,00 Juta",4
Rumah Makan,"16,25",12,3,2008,?pm=0c+RuVmTCl3bRdVC0UxBmA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 16,25 Juta","Rp. 12,00 Juta",50 %/Tahun,"Rp. 10,00 Juta","Rp. 138,00 Juta",5
Rumah Makan Sederhana,57,144,1,2008,?pm=cnH7j3o0na71Q02CUaqXpw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 57,00 Juta","Rp. 144,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 7,00 Juta",4
BAKSO IKAN,"1.008,5",1.050,11,2011,?pm=U4ZhOG0XBUs7Wjq1TkUzkw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,11,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 1.008,50 Juta","Rp. 1.050,00 Juta",60 %/Tahun,"Rp. 0,00 Juta","Rp. 1.367,00 Juta",7
Rumah Makan Bakso,"9,5",372,2,2008,?pm=rFGDmWxMlyWtn9FAqllDhA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 9,50 Juta","Rp. 372,00 Juta",20 %/Tahun,"Rp. 9,00 Juta","Rp. 50,00 Juta",4
Rumah Makan,"18,4",378,3,2008,?pm=uL7HNRynDFJRk+x/T0IUew==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 18,40 Juta","Rp. 378,00 Juta",10 %/Tahun,"Rp. 9,00 Juta","Rp. 10,00 Juta",4
Rumah Makan Ampera,"49,7",240,3,2008,?pm=u0lOMIlR+whxyW94nP0KpQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   10,00 %",Sedang,"Rp. 49,70 Juta","Rp. 240,00 Juta",20 %/Tahun,"Rp. 0,00 Juta","Rp. 14,00 Juta",5
Rumah Makan Soto,"50,3",396,3,2008,?pm=xhJyeag3SVHv+iEkXWwyOQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 50,30 Juta","Rp. 396,00 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 11,00 Juta",3
Rumah Makan,"166,2",198,3,2008,?pm=kdxnRBRqLhrJOsztrlkobA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 166,20 Juta","Rp. 198,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 160,00 Juta",5
Rumah Makan,136,379,7,2012,?pm=eyL5rp2GtS8pxmJ+svTabQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,7,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 136,00 Juta","Rp. 379,00 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 80,00 Juta",5
Warung Makan,2.375,252,1,2012,?pm=JC1jS9SGYNxqn6kFuSEzbw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 2.375,00 Juta","Rp. 252,00 Juta",40 %/Tahun,"Rp. 0,00 Juta","Rp. 350,00 Juta",5
Rumah Makan Ampera,"27,6",185,4,2008,?pm=gjwQ5ALtFg6DOZXHgIEWJw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   85,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   15,00 %",-,"Rp. 27,60 Juta","Rp. 185,00 Juta",20 %/Tahun,"Rp. 0,00 Juta","Rp. 70,00 Juta",5
Warung Makan Nasi Pecel,240,9,1,2012,?pm=lw4EdB0u6XTNMEexQ6VggQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Rendah,"Rp. 240,00 Juta","Rp. 9,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 80,00 Juta",5
Rumah Makan seafood,12,116,4,2008,?pm=RClCd24vo0/XtgXaket3Gg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 12,00 Juta","Rp. 116,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 5,00 Juta",5
Warung Makan,"6,5",51,0,2009,?pm=yvrZmRaHsgNRjZh7DnLzdA==&mp=2BbfzMJpZb2nANZ3GT30ng==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,0,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   80,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %",Tinggi,"Rp. 6,50 Juta","Rp. 51,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",4
"BAKSO,NASI GORENG","451,73",252,4,2011,?pm=AHOxQm++9SYak2zEkMD3iA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 451,73 Juta","Rp. 252,00 Juta",30 %/Tahun,"Rp. 9,00 Juta","Rp. 200,00 Juta",7
Warung Nasi,34,"37,5",1,2009,?pm=+KpUzGQcU/AA6wKbuS30ig==&mp=2BbfzMJpZb2nANZ3GT30ng==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   10,00 %",Sedang,"Rp. 34,00 Juta","Rp. 37,50 Juta",20 %/Tahun,"Rp. 5,00 Juta","Rp. 25,00 Juta",4
Warung Makan ,"158,68",108,3,2009,?pm=x86xd48CN7Y55B+Vf7A7/g==&mp=2BbfzMJpZb2nANZ3GT30ng==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 158,68 Juta","Rp. 108,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 150,00 Juta",5
Dagang Soto,"8,7",6,1,2011,?pm=ZIxNdtTOt52ysXZqo18g+g==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 8,70 Juta","Rp. 6,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 225,00 Juta",4
Dagang Mie Pangsit,16,207,2,2011,?pm=iFnRXn/J70rMDlfelJPwRQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 16,00 Juta","Rp. 207,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 162,00 Juta",5
Dagang Kupat Tahu,4,"43,5",1,2011,?pm=XTkST53/6w2ERnSxGrLGMg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 4,00 Juta","Rp. 43,50 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 5,00 Juta",4
Rumah Makan,"15,63","99,7",2,2008,?pm=a79/gBpyKakgVgPhHPBiOQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 15,63 Juta","Rp. 99,70 Juta",5 %/Tahun,"Rp. 10,00 Juta","Rp. 0,00 Juta",3
Kue Basah,0,0,2,2012,?pm=qeOeVWmAdQ7qIRpv3Gjk9w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Sedang,"Rp. 0,00 Juta","Rp. 0,00 Juta",0 %/Tahun,"Rp. 10,00 Juta","Rp. 50,00 Juta",5
Dagang sate Tegal,50,130,10,2008,?pm=zHLPItGK0oMRo29L0P7vaA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,10,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 50,00 Juta","Rp. 130,00 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 200,00 Juta",5
Dagang makanan dan minuman,67,600,15,2008,?pm=S6P1o7FG6oO9hjk4AXcRqQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,15,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 67,00 Juta","Rp. 600,00 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 150,00 Juta",5
Dagang makanan dan minuman,"61,5","22,5",2,2008,?pm=QT4rNJ10vSN7id5SXc7gDQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 61,50 Juta","Rp. 22,50 Juta",10 %/Tahun,"Rp. 0,00 Juta","Rp. 7,00 Juta",5
Dagang makanan dan minuman,850,"22,25",3,2008,?pm=rO8DQjW09CpG5ZIeHzoyQw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 850,00 Juta","Rp. 22,25 Juta",30 %/Tahun,"Rp. 0,00 Juta","Rp. 400,00 Juta",4
Rumah Makan Mie Goreng,"58,5",252,5,2008,?pm=0viLjYiZODAhwJIF1CUDtA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,5,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Tinggi,"Rp. 58,50 Juta","Rp. 252,00 Juta",10 %/Tahun,"Rp. 4,50 Juta","Rp. 8,00 Juta",5
Baso Wahyu,15,248,2,2011,?pm=4bl9N00GyCglDjJev4rxQA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   0,00 %",Tinggi,"Rp. 15,00 Juta","Rp. 248,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 10,00 Juta",4
Makanan,"36,25","252,72",1,2014,?pm=o3f0g4mDSSphlEiw0f6nzQ==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %",Rendah,"Rp. 36,25 Juta","Rp. 252,72 Juta",- %/Tahun,"Rp. 5,00 Juta","Rp. 19,00 Juta",4
Nasi Goreng,27,54,1,2014,?pm=A0Hx7/iZRpYVtiLsou5EUw==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Memenuhi Order Dari Distributor/Eksportir/Trader   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 27,00 Juta","Rp. 54,00 Juta",- %/Tahun,"Rp. 10,00 Juta","Rp. 10,00 Juta",4
Kedai Kopi,687,126,1,2015,?pm=W855N2kPEEhlhxhp/YmxXw==&mp=Q47xnX4Fmgxfelhgew2rrQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 687,00 Juta","Rp. 126,00 Juta",- %/Tahun,"Rp. 9,00 Juta","Rp. 657,00 Juta",9
Rumah Makan,"185,5",76,4,2011,?pm=ygcH+VS4MNoKCIGbeQeU1g==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Usaha Dagang (UD),4,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   50,00 %",Sedang,"Rp. 185,50 Juta","Rp. 76,00 Juta",10 %/Tahun,"Rp. 8,00 Juta","Rp. 55,00 Juta",5
Bakso,46,25,5,2009,?pm=gz84cFFlvFEHpRcsUv2ywA==&mp=2BbfzMJpZb2nANZ3GT30ng==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,5,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   85,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   15,00 %",Sedang,"Rp. 46,00 Juta","Rp. 25,00 Juta",20 %/Tahun,"Rp. 10,00 Juta","Rp. 18,00 Juta",5
Warung Minum,7,171,1,2013,?pm=zxa+kSKl+v9ByiQiahYUPQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 7,00 Juta","Rp. 171,00 Juta",30 %/Tahun,"Rp. 8,00 Juta","Rp. 20,00 Juta",4
Warung Makan,6,110,2,2013,?pm=r7ZLzIQ0j/KV6xjtOeg5Eg==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 6,00 Juta","Rp. 110,00 Juta",10 %/Tahun,"Rp. 9,00 Juta","Rp. 0,00 Juta",3
Warung Ndeso,93,192,4,2013,?pm=ThGjm4kPPOEKAY0CoKUCxQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,4,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 93,00 Juta","Rp. 192,00 Juta",20 %/Tahun,"Rp. 9,00 Juta","Rp. 4,00 Juta",5
Warung Makan,10,185,3,2013,?pm=kWzK059bsWidQ4v2/gRxPA==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 10,00 Juta","Rp. 185,00 Juta",10 %/Tahun,"Rp. 4,00 Juta","Rp. 106,00 Juta",5
Warung Makan,253,537,2,2013,?pm=gFPCzeDk7X0rdv7xnj4/ew==&mp=fOhzApotY5QnAtxxXvjAfA==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,2,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 253,00 Juta","Rp. 537,00 Juta",20 %/Tahun,"Rp. 5,00 Juta","Rp. 240,00 Juta",5
Warung Kelontong,"8,3","28,8",1,2014,?pm=dHubv3ipHzrZiwsIx14chA==&mp=xI6rAeQkygTAn3Z625IGLg==,Penyediaan Akomodasi dan Penyediaan Makan Minum,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 8,30 Juta","Rp. 28,80 Juta",- %/Tahun,"Rp. 9,00 Juta","Rp. 10,00 Juta",3
